genre,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,combined_text
Pop,Ty Dolla $ign,Saved (feat. E-40),5UPNBWFU2TEf9kauIITfBs,63,0.265,0.77,178507,0.69,0.0,C#,0.128,-5.565,Major,0.136,103.035,4/4,0.732,"artist: ty dolla ign, track: saved feat e40, genre: pop"
Comedy,Bret Ernst,Sh@#tcake Factory,1dgdK1IU1hUM8YtUZSyVaT,13,0.848,0.532,139773,0.674,0.0,B,0.859,-8.183,Major,0.946,75.788,4/4,0.604,"artist: bret ernst, track: shtcake factory, genre: comedy"
Alternative,Curren$y,Bottom of the Bottle (feat. August Alsina & Lil Wayne),4WC72P8F0CnYmqoPYQ7JDD,49,0.0161,0.739,238339,0.539,0.0,F#,0.235,-9.735,Major,0.337,85.082,4/4,0.835,"artist: curreny, track: bottom of the bottle feat august alsina  lil wayne, genre: alternative"
Children’s Music,Sir Sly,&Run,0w4m3Xp4svlIoyL94Zjlyd,64,0.0213,0.759,226587,0.651,0.000165,F,0.18,-8.317,Major,0.0565,92.023,4/4,0.471,"artist: sir sly, track: run, genre: childrens music"
Anime,ASIAN KUNG-FU GENERATION,Rising Sun,54xexr3PmxMYIl2zWgdh5Q,13,0.0147,0.789,257733,0.612,0.000869,C,0.0889,-5.649,Major,0.0392,120.003,4/4,0.744,"artist: asian kungfu generation, track: rising sun, genre: anime"
Classical,Johann Sebastian Bach,"Concerto in D Minor, BWV 974: 2. Adagio (Arr. for Cello and Piano by Mischa Maisky)",4ZhZ6t0aD3v4yRwCQ0xYAr,38,0.986,0.154,254667,0.0664,0.909,D,0.0431,-25.132,Minor,0.0495,77.82,5/4,0.0794,"artist: johann sebastian bach, track: concerto in d minor, bwv 974: 2 adagio arr for cello and piano by mischa maisky, genre: classical"
Anime,MAXIMUM THE HORMONE,Rock'n Roll Chainsaw,5Mmou2g7Ljm8WISlEOvsCn,25,0.0468,0.407,208360,0.811,0.0,D,0.0834,-3.493,Major,0.197,135.346,4/4,0.759,"artist: maximum the hormone, track: rockn roll chainsaw, genre: anime"
R&B,The Japanese House,Swim Against the Tide,3qZXvV6x5wb21HLpUbyTxG,43,0.822,0.667,221800,0.462,0.0009,A,0.109,-10.444,Major,0.0431,94.985,4/4,0.217,"artist: the japanese house, track: swim against the tide, genre: rb"
Soundtrack,Hans Zimmer,2049,0UWa0AdUscdQUI7mjjx6G1,54,0.07,0.0854,217793,0.166,0.882,C#,0.117,-19.743,Major,0.0429,66.695,3/4,0.0258,"artist: hans zimmer, track: 2049, genre: soundtrack"
Soul,Robert Glasper Experiment,Calls,4a240k9KLePPa6QfGX6fXj,38,0.784,0.652,342280,0.479,0.00374,F#,0.0927,-11.085,Major,0.214,152.112,4/4,0.243,"artist: robert glasper experiment, track: calls, genre: soul"
Dance,Blonde,Just For One Night (feat. Astrid S),7AEV4oGvHPn1DtAE7pLCXR,57,0.277,0.814,226780,0.539,0.0,G#,0.0699,-8.48,Minor,0.171,118.005,4/4,0.64,"artist: blonde, track: just for one night feat astrid s, genre: dance"
Reggae,Mavado,Badness,4Gk0MjiKVWDJ2utjW0Ty79,43,0.0585,0.763,201665,0.805,0.0,A#,0.0843,-5.3,Minor,0.259,66.791,3/4,0.692,"artist: mavado, track: badness, genre: reggae"
Reggae,311,The Great Divide,0qyzNudONhKgzgy5ghqI5o,28,0.0201,0.686,245874,0.786,0.0,C#,0.371,-8.807,Major,0.0445,99.978,4/4,0.506,"artist: 311, track: the great divide, genre: reggae"
Blues,Junior Parker,Taxman,0ktx5as1qqqVBo9S4w6tGa,35,0.608,0.689,225067,0.179,0.000825,C,0.303,-23.215,Major,0.0709,154.665,4/4,0.497,"artist: junior parker, track: taxman, genre: blues"
Reggae,Ziggy Marley,See Dem Fake Leaders,41k6WQZ3qWwujYXhYfhhNk,34,0.0316,0.846,238265,0.716,0.000524,B,0.061,-6.774,Minor,0.0825,77.502,4/4,0.886,"artist: ziggy marley, track: see dem fake leaders, genre: reggae"
Children’s Music,dvsn,Don't Choose,6OVDdIF1LyY36sXL5xGCSR,54,0.271,0.603,221947,0.335,0.0089,G,0.0478,-9.815,Minor,0.325,140.046,4/4,0.199,"artist: dvsn, track: dont choose, genre: childrens music"
Classical,Howard Shore,The Eyes Of The White Tower,3mpy58tyFuOPKZULzjcyLV,38,0.821,0.0802,273240,0.0991,0.881,E,0.152,-22.773,Minor,0.0433,83.17,4/4,0.0345,"artist: howard shore, track: the eyes of the white tower, genre: classical"
Opera,Richard Wagner,"Götterdämmerung, WWV 86D, Prologue: Mehr gabst du, Wunderfrau",791vqdvMXpjWH2TKZEBgO8,11,0.949,0.257,573453,0.274,0.022,F,0.204,-18.008,Major,0.0392,78.158,4/4,0.173,"artist: richard wagner, track: gtterdmmerung, wwv 86d, prologue: mehr gabst du, wunderfrau, genre: opera"
Soul,Michael Kiwanuka,No More Running,3LQ7Y0raVQf3G6wURbJR9O,43,0.906,0.463,177235,0.228,0.000352,F,0.118,-15.701,Major,0.0322,86.935,4/4,0.523,"artist: michael kiwanuka, track: no more running, genre: soul"
Pop,Yandel,Como Antes (feat. Wisin),5YzA563GXTuwQaRq24z1k5,71,0.182,0.813,210773,0.876,0.0,C#,0.394,-4.278,Minor,0.172,94.987,4/4,0.746,"artist: yandel, track: como antes feat wisin, genre: pop"
Ska,Los Enanitos Verdes,"Lamento Boliviano - En Vivo Desde Tijuana, Mexico/2004",4KtHxcTlIXEKinToSNzPPO,40,0.0138,0.467,355293,0.92,0.00901,E,0.996,-5.215,Minor,0.0636,125.056,4/4,0.519,"artist: los enanitos verdes, track: lamento boliviano  en vivo desde tijuana, mexico2004, genre: ska"
Electronic,Gramatik,Late Night Jazz,05wRmI2xOoa3IaTyGr6vO0,41,0.454,0.623,273036,0.673,0.455,B,0.181,-6.92,Minor,0.0358,89.031,4/4,0.63,"artist: gramatik, track: late night jazz, genre: electronic"
Alternative,R.E.M.,"What's The Frequency, Kenneth?",1yStBw3HI2pnjbO3ihq33N,50,0.183,0.399,240400,0.914,0.367,D,0.244,-4.591,Major,0.0319,94.511,4/4,0.691,"artist: rem, track: whats the frequency, kenneth, genre: alternative"
Comedy,Gary Gulman,"On Billionaires (Bill Gates), Pt. 1",5STbGPXBsVwRbGXvq1Kqod,24,0.773,0.572,393627,0.932,0.0,A,0.507,-5.321,Major,0.925,129.924,3/4,0.264,"artist: gary gulman, track: on billionaires bill gates, pt 1, genre: comedy"
Electronic,FEATHERED SUN,Haunted House,1CTHPDM6q4aiNikjgrTKp9,37,0.776,0.751,363077,0.354,0.778,A,0.0807,-14.175,Minor,0.0595,156.005,4/4,0.67,"artist: feathered sun, track: haunted house, genre: electronic"
World,Jesus Culture,Let It Rain - Live,35WuqC0pMixNnnljOx1wjc,48,0.0283,0.314,420387,0.711,4.85e-06,C#,0.7,-5.927,Minor,0.0432,141.911,4/4,0.147,"artist: jesus culture, track: let it rain  live, genre: world"
Opera,Alfredo Kraus,"Los Puritanos: ""Vieni, Vieni"" (De ""El Vagabundo y la Estrella"")",01RPCajmZsIdx1f3hd5eKe,8,0.988,0.393,94250,0.205,0.0,G,0.271,-8.316,Major,0.0372,89.25,4/4,0.329,"artist: alfredo kraus, track: los puritanos: vieni, vieni de el vagabundo y la estrella, genre: opera"
Comedy,Eddie Izzard,Computers,3zyDHEbBYA5bh7Cy2olR8c,16,0.822,0.551,365027,0.553,0.0,E,0.933,-19.068,Minor,0.945,82.358,4/4,0.226,"artist: eddie izzard, track: computers, genre: comedy"
Jazz,RJD2,Ghostwriter,5Nn2Dj7OQsGL6pgQ9iIzPp,63,0.0107,0.747,317933,0.68,0.803,C#,0.0964,-6.187,Major,0.0346,93.804,4/4,0.594,"artist: rjd2, track: ghostwriter, genre: jazz"
Folk,Amber Run,I Found,5zT5cMnMKoyruPj13TQXGx,72,0.862,0.389,273000,0.302,0.00567,G,0.104,-12.485,Minor,0.0438,124.956,4/4,0.234,"artist: amber run, track: i found, genre: folk"
Soul,El Chicano,Sabor A Mi,42d0d9P0OG49GAQy1QKB2u,44,0.391,0.545,198200,0.293,1.19e-06,C,0.198,-14.838,Major,0.0316,88.96,4/4,0.487,"artist: el chicano, track: sabor a mi, genre: soul"
Anime,MAN WITH A MISSION,Left Alive,77jvelzn8X9JU8No4fQAgB,34,0.00479,0.541,237052,0.952,0.0,F,0.0696,-3.997,Major,0.139,144.065,4/4,0.363,"artist: man with a mission, track: left alive, genre: anime"
Soul,Sharon Jones & The Dap-Kings,Stranger to My Happiness,1Ow1h8ipU0S07gGcJYfVkg,37,0.639,0.705,211267,0.826,0.0,G,0.0905,-5.323,Major,0.0739,132.781,4/4,0.923,"artist: sharon jones  the dapkings, track: stranger to my happiness, genre: soul"
Anime,Nobuo Uematsu,Oui Are Al Bhed,1jgRM2tbVO8dd5vO0aYe3m,28,0.948,0.518,204627,0.282,0.943,C,0.0913,-12.566,Major,0.0262,149.946,4/4,0.0838,"artist: nobuo uematsu, track: oui are al bhed, genre: anime"
Blues,The Jeff Healey Band,How Blue Can You Get,2P5h4lcZ3BdbVkCbjWSNrq,38,0.488,0.405,535067,0.408,0.00584,F,0.737,-12.963,Major,0.0788,97.509,3/4,0.607,"artist: the jeff healey band, track: how blue can you get, genre: blues"
World,Nitin Sawhney,Homelands,5FqlDVyNf0FuHKAPS8a6K4,41,0.354,0.4,362267,0.576,0.097,D,0.438,-14.15,Major,0.0386,106.103,4/4,0.538,"artist: nitin sawhney, track: homelands, genre: world"
Jazz,"Medeski, Martin & Wood",Anonymous Skulls,0GTFfXXtsacLvP74pAvp1X,36,0.0175,0.463,377908,0.482,0.836,C#,0.113,-16.398,Major,0.0343,95.128,4/4,0.544,"artist: medeski, martin  wood, track: anonymous skulls, genre: jazz"
Country,Tech N9ne Collabos,Nevermind Me,0O1Y7HjycnhE7QPX68Q72F,38,0.0347,0.778,233689,0.713,0.0,E,0.233,-4.459,Major,0.131,140.074,4/4,0.327,"artist: tech n9ne collabos, track: nevermind me, genre: country"
Indie,Skizzy Mars,Do You There (feat. Marc E. Bassy),0MuqFuh4MerIiFsYWuEFaP,58,0.0191,0.523,287667,0.842,0.0,C#,0.139,-5.529,Minor,0.165,149.974,4/4,0.443,"artist: skizzy mars, track: do you there feat marc e bassy, genre: indie"
Opera,Alessandro Scarlatti,Su le sponde del Tebro - Cantata a voce sola con Violini e Tromba: 2. Recitativo - Voice,2KIGKdE8NAdwZsdzSYwj3o,8,0.985,0.33,58560,0.0623,0.00197,D,0.101,-24.878,Major,0.096,76.177,5/4,0.0628,"artist: alessandro scarlatti, track: su le sponde del tebro  cantata a voce sola con violini e tromba: 2 recitativo  voice, genre: opera"
Electronic,Viken Arman,Walk with Nelson,71T5GNuG8wusIahq7d9QXE,43,0.00105,0.793,373813,0.701,0.608,F,0.0644,-10.787,Minor,0.0492,109.998,4/4,0.676,"artist: viken arman, track: walk with nelson, genre: electronic"
World,Shane & Shane,Faith to Believe,1UWQIQusuUhlSx4BAnjP5c,24,0.217,0.526,220253,0.552,0.0,A,0.343,-7.494,Major,0.0275,140.045,4/4,0.354,"artist: shane  shane, track: faith to believe, genre: world"
Country,Sugarland,Just Might (Make Me Believe),4MSnF5Ajr8P0LqC4Zd66DH,43,0.111,0.478,247800,0.529,2.17e-06,C#,0.109,-5.164,Major,0.0265,139.802,4/4,0.294,"artist: sugarland, track: just might make me believe, genre: country"
Reggaeton,Sir Speedy,Sientelo,0EZQeIKoqz40T8md4rZRmy,36,0.182,0.858,114307,0.854,0.0,G#,0.313,-3.703,Major,0.0424,106.043,4/4,0.803,"artist: sir speedy, track: sientelo, genre: reggaeton"
Rock,Gary Clark Jr.,Don't Wait Til Tomorrow,5NzopKz940ZXsmioF2EvzL,50,0.0736,0.578,245747,0.727,0.00781,F,0.385,-4.79,Major,0.0351,95.71,4/4,0.487,"artist: gary clark jr, track: dont wait til tomorrow, genre: rock"
Electronic,Armand Van Helden,Witch Doktor - Agent Orange DJ 2018 Rework,55bwPRlXvvQ8HFWgXwqAsK,40,0.000706,0.729,396714,0.744,0.831,C,0.111,-9.548,Major,0.041,126.019,4/4,0.0355,"artist: armand van helden, track: witch doktor  agent orange dj 2018 rework, genre: electronic"
Classical,César Franck,"Prélude, Fugue and Variation in B Minor for Organ, FWV 30, Op. 18: Prélude, Fugue and Variation in B Minor for Organ, FWV 30, Op. 18 - Live",7ivXObFl4X6vZUa4cKgApz,31,0.994,0.404,830493,0.0188,0.888,B,0.654,-28.329,Minor,0.0485,102.929,3/4,0.11,"artist: csar franck, track: prlude, fugue and variation in b minor for organ, fwv 30, op 18: prlude, fugue and variation in b minor for organ, fwv 30, op 18  live, genre: classical"
Blues,Fats Domino,Blue Monday,7iwQPvyViIkyT0HWnatjnk,44,0.592,0.388,143667,0.832,0.0,B,0.135,-9.718,Major,0.0385,151.298,3/4,0.91,"artist: fats domino, track: blue monday, genre: blues"
Soul,Sonny Rollins,St. Thomas,5bUNvFQYiAqJWZ4cQ9MlSZ,41,0.461,0.611,235827,0.405,0.596,G,0.06,-10.607,Major,0.0819,110.744,4/4,0.543,"artist: sonny rollins, track: st thomas, genre: soul"
Rap,Future,Ain't No Time,7givkGZW1cwM8MJYzMd2Na,53,0.00941,0.842,202804,0.587,0.000337,G,0.111,-6.677,Minor,0.069,145.016,4/4,0.135,"artist: future, track: aint no time, genre: rap"
Opera,Alban Berg,"Wozzeck / Act 3: Scene 3: A Low Tavern. ""Tanzt Alle""",10Q0wIMZ8spYb4aWruhFdg,14,0.882,0.279,174733,0.241,0.000197,C#,0.601,-18.149,Major,0.108,84.243,4/4,0.209,"artist: alban berg, track: wozzeck  act 3: scene 3: a low tavern tanzt alle, genre: opera"
Comedy,Chris Rock,No Sex,4f7i5mGkpmjORhoN77kSch,33,0.395,0.653,262333,0.752,0.0,D,0.289,-5.339,Major,0.319,103.199,4/4,0.349,"artist: chris rock, track: no sex, genre: comedy"
Reggaeton,Max Pizzolante,Lo Que Tienes Tu,065Be3syt98Pv64QWdZCxp,36,0.174,0.87,235640,0.701,0.0,G#,0.0959,-4.305,Major,0.0699,104.942,4/4,0.741,"artist: max pizzolante, track: lo que tienes tu, genre: reggaeton"
Children's Music,Mogul Music Inc.,For He's a Jolly Good Fellow,17iZPyAANDj7EjR5L3d4eu,6,0.084,0.834,103367,0.504,0.0011,G,0.0448,-12.963,Major,0.0408,120.059,4/4,0.83,"artist: mogul music inc, track: for hes a jolly good fellow, genre: childrens music"
Reggae,Gregory Isaacs,Rumours,798lGeInDOqPVktD0ng177,35,0.116,0.837,200267,0.653,0.0,G,0.237,-6.229,Minor,0.116,82.134,4/4,0.871,"artist: gregory isaacs, track: rumours, genre: reggae"
Folk,Leonard Cohen,Avalanche,2OXmMU1rITVtthEIh4A015,53,0.872,0.395,302013,0.28,0.0153,F,0.265,-16.539,Minor,0.0347,92.333,4/4,0.176,"artist: leonard cohen, track: avalanche, genre: folk"
Country,Adam Calhoun,My Town,0IN2aIwzvwFuCBe9Q4sO7U,45,0.157,0.857,163216,0.65,0.0,C,0.0653,-4.939,Minor,0.151,114.992,4/4,0.185,"artist: adam calhoun, track: my town, genre: country"
Blues,Whitesnake,Now You're Gone - 2009 Remaster,5QkAAXiq4WSvfxAcgcCpOk,30,0.0182,0.482,246133,0.855,0.0,C,0.0759,-6.763,Major,0.0363,113.737,4/4,0.345,"artist: whitesnake, track: now youre gone  2009 remaster, genre: blues"
Hip-Hop,Donell Jones,Have You Seen Her,2nRFniype2Uu1R7W5tjhg7,52,0.0314,0.742,222267,0.442,0.0,B,0.357,-6.606,Minor,0.0658,123.639,4/4,0.568,"artist: donell jones, track: have you seen her, genre: hiphop"
Comedy,Adam Sandler,The Thanksgiving Song,10zEjN1uWiYKSLo01BGlJx,31,0.826,0.396,228133,0.577,0.0,F#,0.954,-13.277,Major,0.823,88.212,3/4,0.343,"artist: adam sandler, track: the thanksgiving song, genre: comedy"
Soundtrack,Benjamin Wallfisch,Every 27 Years,2NLGWt6jnouW1fjTkWTMwM,35,0.962,0.258,156853,0.0706,0.781,E,0.107,-23.893,Major,0.0414,117.755,5/4,0.0362,"artist: benjamin wallfisch, track: every 27 years, genre: soundtrack"
Soundtrack,Alan Silvestri,Farewell To Bucky,0oeFjttBPfv78XRkNNazRK,25,0.895,0.0602,169533,0.0385,0.826,G,0.124,-22.987,Major,0.045,60.479,3/4,0.0335,"artist: alan silvestri, track: farewell to bucky, genre: soundtrack"
Electronic,Vigiland,Take This Ride,1bjd4UgjnK5hedJJKmi3YP,68,0.00704,0.608,203841,0.536,3.59e-05,G#,0.46,-5.355,Minor,0.0469,112.035,4/4,0.167,"artist: vigiland, track: take this ride, genre: electronic"
Indie,Khel Pangilinan,Weak,06cUybZMETs4i3yQO1f7p3,73,0.179,0.71,211200,0.373,0.0,F,0.156,-10.611,Minor,0.0618,127.064,4/4,0.141,"artist: khel pangilinan, track: weak, genre: indie"
Pop,P!nk,Raise Your Glass,12lZTPlXwUtrQuhEty6098,75,0.00629,0.7,203333,0.695,0.0,G,0.0319,-4.973,Major,0.0897,122.028,4/4,0.633,"artist: pnk, track: raise your glass, genre: pop"
Reggaeton,Wisin & Yandel,Ahí Voy,0C3MaKgRUYocnVmL5NaMhD,31,0.0298,0.794,241987,0.815,0.0137,B,0.137,-6.931,Minor,0.0686,114.978,4/4,0.252,"artist: wisin  yandel, track: ah voy, genre: reggaeton"
Children’s Music,The Decemberists,The Crane Wife 3,0IwXp8V7wgFCIthRh2z8Ot,50,0.369,0.588,258333,0.613,0.0422,D,0.107,-9.656,Major,0.0396,119.536,4/4,0.185,"artist: the decemberists, track: the crane wife 3, genre: childrens music"
Children’s Music,Shane & Shane,You're Beautiful,6PExqNUN5D4nqBTamndm6k,59,0.122,0.392,337954,0.607,0.0,D#,0.11,-7.79,Major,0.0318,160.103,4/4,0.175,"artist: shane  shane, track: youre beautiful, genre: childrens music"
Dance,Chris Brown,Autumn Leaves,1KM1UMZe93xmBswZRFLUsL,58,0.302,0.594,268813,0.606,0.0,C#,0.14,-7.931,Major,0.334,72.854,4/4,0.431,"artist: chris brown, track: autumn leaves, genre: dance"
R&B,PARTYNEXTDOOR,Over Here - feat. Drake,5i70f6KOnmtRCbutYnLvVC,55,0.0384,0.794,177827,0.592,1.86e-05,G#,0.111,-6.973,Major,0.129,97.201,4/4,0.177,"artist: partynextdoor, track: over here  feat drake, genre: rb"
Soundtrack,Kyle Dixon & Michael Stein,Inside the Black Room,7oLrGanQ5YGrVs5wL4kid4,24,0.744,0.192,87207,0.0542,0.977,G,0.183,-32.383,Major,0.0372,67.712,4/4,0.0392,"artist: kyle dixon  michael stein, track: inside the black room, genre: soundtrack"
Reggaeton,J Alvarez,La Desordena,2api33APkIhOjjuiqWBgUZ,26,0.396,0.708,215928,0.7,0.0,F#,0.15,-7.337,Major,0.0965,90.026,4/4,0.823,"artist: j alvarez, track: la desordena, genre: reggaeton"
Children’s Music,Maldita Vecindad Y Los Hijos Del 5to. Patio,Pachuco,5ovYwJmYcFvSvn6nRQOPyL,61,0.112,0.649,194200,0.985,0.043,G,0.214,-8.016,Major,0.0413,107.825,4/4,0.496,"artist: maldita vecindad y los hijos del 5to patio, track: pachuco, genre: childrens music"
Rap,Flatbush Zombies,Crown (feat. Portugal. The Man),0kDHiwkrZutBHfjypFUzc2,58,0.00248,0.715,297369,0.574,6.68e-05,B,0.128,-10.243,Minor,0.098,137.579,4/4,0.345,"artist: flatbush zombies, track: crown feat portugal the man, genre: rap"
Anime,[ALEXANDROS],"Waitress, Waitress!",39Qn4J7k1g1xJaOck45L6z,33,0.00126,0.531,210173,0.919,0.000124,A,0.0857,-3.921,Minor,0.137,150.226,4/4,0.631,"artist: alexandros, track: waitress, waitress, genre: anime"
Movie,Alan Menken,The Battle,31FAFM8svp5TubhyYfxl9g,31,0.874,0.245,219560,0.23,0.736,G,0.0987,-15.833,Minor,0.0313,90.286,4/4,0.124,"artist: alan menken, track: the battle, genre: movie"
Electronic,Fabian Mazur,Murda Me,3LWGodlUHCfGzkoApe9uyT,43,0.0205,0.687,156000,0.523,0.0474,C#,0.0788,-9.743,Major,0.05,139.992,4/4,0.251,"artist: fabian mazur, track: murda me, genre: electronic"
Reggaeton,Anuel Aa,"Soldado Y Profeta (feat. Ozuna, Almighty, Kendo & Ñengo Flow)",6OIePp3zOPV4OubtVTyJJ8,52,0.479,0.561,512637,0.72,0.0,C#,0.374,-5.451,Minor,0.262,87.175,4/4,0.682,"artist: anuel aa, track: soldado y profeta feat ozuna, almighty, kendo  engo flow, genre: reggaeton"
Children’s Music,Madvillain,Do Not Fire!,0drokAUhKfiMnu20UKQnFZ,43,0.00771,0.317,52827,0.687,0.0393,E,0.166,-11.245,Major,0.411,88.251,4/4,0.73,"artist: madvillain, track: do not fire, genre: childrens music"
Soundtrack,Ludwig Goransson,Fight in Moscow,77jr4hU5EjvM7f7OgbGdSH,45,0.388,0.287,374387,0.39,0.885,F,0.114,-16.578,Minor,0.105,100.003,4/4,0.0704,"artist: ludwig goransson, track: fight in moscow, genre: soundtrack"
Electronic,Hekler,404 - Moore Kismet Remix,0PeM91krBo2w0wOhld2IIP,25,0.000944,0.43,214082,0.971,0.0546,F,0.214,-1.516,Minor,0.464,149.917,4/4,0.251,"artist: hekler, track: 404  moore kismet remix, genre: electronic"
A Capella,The King's Singers,Night and Day,0ieYJ8kqH8gXmB0bnw57hx,1,0.957,0.353,175480,0.0998,0.0,B,0.0731,-18.014,Major,0.0394,122.185,3/4,0.108,"artist: the kings singers, track: night and day, genre: a capella"
Pop,88GLAM,Purple Baguettes,6Vzs6iGlyb4JTnVX5NAoFk,62,0.303,0.699,168493,0.43,0.0,A#,0.11,-8.641,Minor,0.111,120.025,5/4,0.39,"artist: 88glam, track: purple baguettes, genre: pop"
Indie,Foreign Air,Lying,2TwBgFygTuqKSb9SpHxDez,51,0.00205,0.4,217653,0.792,0.000666,D,0.0462,-4.833,Major,0.0946,192.064,4/4,0.49,"artist: foreign air, track: lying, genre: indie"
Comedy,Monty Python,Stoning - Life Of Brian / Soundtrack Version,5b0U3ijdtBwZFTNFKO6N2y,15,0.982,0.57,120840,0.425,2.24e-06,C#,0.667,-11.192,Minor,0.926,87.266,4/4,0.77,"artist: monty python, track: stoning  life of brian  soundtrack version, genre: comedy"
Comedy,Bill Hicks,Heehaw the Book (Live),1Ak5uHEm37HzkJXLTBeD2W,15,0.985,0.509,107973,0.84,0.000141,G,0.744,-12.302,Major,0.869,127.299,3/4,0.174,"artist: bill hicks, track: heehaw the book live, genre: comedy"
Pop,G-Eazy,Leviathan,5oZvmo8ARpuBbaGArm8cBn,59,0.0277,0.663,227027,0.51,0.0,G#,0.27,-8.823,Major,0.192,96.223,4/4,0.131,"artist: geazy, track: leviathan, genre: pop"
Country,Charlie Farley,What's Good for the Goose,0DvT7TPU064IISWscKzEuV,39,0.214,0.666,226587,0.728,0.0,D,0.239,-6.302,Major,0.0647,129.93,4/4,0.518,"artist: charlie farley, track: whats good for the goose, genre: country"
Soundtrack,Max Richter,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",5jNeC1mswtzYQRTDy6F9Bm,26,0.195,0.655,150947,0.37,0.882,C#,0.492,-13.739,Minor,0.039,105.559,4/4,0.186,"artist: max richter, track: recomposed by max richter: vivaldi, the four seasons: spring 1, genre: soundtrack"
Movie,The Mellomen,Whispering,21aRimZHPxnu2xL225unEm,3,0.993,0.463,151413,0.055,3.54e-05,C,0.219,-14.735,Major,0.0378,116.19,4/4,0.327,"artist: the mellomen, track: whispering, genre: movie"
Soundtrack,Alan Silvestri,Is He Always Like This?,0WUJJYn70Pp09cAcvVBhPH,34,0.917,0.155,204053,0.14,0.917,D,0.111,-18.301,Major,0.0473,70.141,3/4,0.0435,"artist: alan silvestri, track: is he always like this, genre: soundtrack"
R&B,Princess Nokia,Morphine,6pn87YG5rEraV2Jntk2UHr,43,0.14,0.696,114416,0.389,0.0,C,0.101,-9.362,Major,0.0444,135.006,4/4,0.326,"artist: princess nokia, track: morphine, genre: rb"
Movie,Leopold Stokowski,"Brahms: Symphony No. 2 in D Major, Op. 73: III. Allegretto grazioso",2UuWDsjqpD8a11kOmKit8S,0,0.981,0.158,341693,0.0483,0.761,G,0.0774,-28.92,Major,0.0428,86.002,4/4,0.116,"artist: leopold stokowski, track: brahms: symphony no 2 in d major, op 73: iii allegretto grazioso, genre: movie"
Soundtrack,Ramin Djawadi,2500 Tons of Awesome,3bMqLY3iucBCJtK9o9Gff8,25,0.761,0.512,65293,0.341,0.968,E,0.126,-9.002,Minor,0.0471,66.568,4/4,0.293,"artist: ramin djawadi, track: 2500 tons of awesome, genre: soundtrack"
Opera,Giuseppe Verdi,"Nabucco: ""Va pensiero""",1wmIpkQ48LmHyNPIRzcgFe,18,0.964,0.265,200827,0.37,0.00681,G#,0.116,-8.004,Major,0.0302,81.809,1/4,0.262,"artist: giuseppe verdi, track: nabucco: va pensiero, genre: opera"
Country,Runaway June,Wild West,7gC5I5G9WDMR2Nc6wyNMvV,49,0.0806,0.462,218560,0.589,0.0,C,0.248,-5.264,Major,0.032,139.7,4/4,0.238,"artist: runaway june, track: wild west, genre: country"
Alternative,Cass McCombs,Bum Bum Bum,5Ob2Wt2IifgoFrSFrBnRZJ,57,0.74,0.509,299671,0.508,0.305,A,0.0979,-11.33,Minor,0.0319,79.923,4/4,0.366,"artist: cass mccombs, track: bum bum bum, genre: alternative"
Rock,Twenty One Pilots,Implicit Demand For Proof,3UaFnnUo80mv431WHEzaj9,60,0.635,0.495,291933,0.262,0.00486,A,0.104,-10.572,Minor,0.0292,159.986,3/4,0.287,"artist: twenty one pilots, track: implicit demand for proof, genre: rock"
World,True Worshippers,Kau Rajaku - Live,5TjEkSyyGYXrvcZBdEYCZp,33,0.24,0.362,438800,0.817,0.0,A,0.117,-4.792,Major,0.0495,143.942,4/4,0.293,"artist: true worshippers, track: kau rajaku  live, genre: world"
Hip-Hop,Calle 13,Latinoamérica,1xuYajTJZh8zZrPRmUaagf,67,0.59,0.691,301427,0.805,0.0,D,0.0975,-6.81,Minor,0.0947,142.503,3/4,0.866,"artist: calle 13, track: latinoamrica, genre: hiphop"
Rap,David Banner,Play,5CWyE2OcZI1HVnHBh4RrKF,53,0.000235,0.834,230133,0.652,0.0933,C#,0.206,-7.899,Minor,0.18,95.015,4/4,0.548,"artist: david banner, track: play, genre: rap"
Reggae,Richie Spice,Gideon Boot,6APtd9IZuDxyo0kDdOIGQw,34,0.0813,0.712,258040,0.642,5.33e-06,G,0.192,-5.299,Major,0.151,84.326,4/4,0.658,"artist: richie spice, track: gideon boot, genre: reggae"
R&B,Jonathan McReynolds,Excited,3xZjZtlbFlSJdSxAYIa5az,44,0.595,0.331,200545,0.359,0.0,C#,0.0521,-7.404,Major,0.0307,86.081,4/4,0.381,"artist: jonathan mcreynolds, track: excited, genre: rb"
Ska,Rancid,Liberty and Freedom - Acoustic,2luqI6prsVPdq2WOkDUFwH,23,0.174,0.578,184680,0.848,4.55e-05,C,0.123,-5.179,Major,0.0506,79.415,4/4,0.895,"artist: rancid, track: liberty and freedom  acoustic, genre: ska"
Dance,The Human League,Human - Remastered,3gE2Af7Tgd1iZOO1xbTqoh,49,0.0666,0.641,229160,0.528,0.000362,G#,0.0729,-11.11,Major,0.0254,101.399,4/4,0.524,"artist: the human league, track: human  remastered, genre: dance"
R&B,K CAMP,Switch,3Ik03549CFRHjRBhHRlVwM,59,0.536,0.87,225216,0.437,0.0,B,0.118,-9.704,Major,0.527,120.023,4/4,0.518,"artist: k camp, track: switch, genre: rb"
